STRID,SLOT,SKILL,BARRELS,CALIBER,BULLETS,RELOAD_AP,STR,PRICE,DUR,COMPL,MIN_LEVEL,GREN,TELESCOPE,RNG,POI,DMG,ATTACKS,BONUS,REACTION,NAZI_ITEM,FEMALE_ITEM,POLICE_ITEM,POOR_ITEM,RESPECTABLE_ITEM,WIDTH,HEIGHT,PERK,STACKABLE,QUEST,PARTID,SHOT_OFFSET,NAME1,NAME2,DESC1,DESC2
BURNOUS,BODY,,,,,,,130,100,30,,,,,,,,,,,,,,,5,7,,,,BURNOUS,,Burnous,Бурнус,,
POLICE_JACKET,BODY,,,100,1,,3,2000,100,50,999,,,,,,,"AC:+5, D_RES: +1",,,,1,,,5,7,,,,OFFICER_JACKET,,Policeman's Jacket,Куртка полицейского,"Body armor jacked weared by member's of police gangs. Policemans is disgusted on this planet, so you should not wear this.","Куртка-бронежилет члена полицейской банды. Приходить в ней в города - опасно для жизни, полицейских на этой планете очень не любят."
RAGS_JACKET,BODY,,,,,,,10,100,30,,,,,,,,"D_RES: 1, AC: 1",-1,,,,1,,5,6,,,,RAGS_JACKET,,Rags Jacket,Драная куртка,,
,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,,,,,Штаны,,
TROUSERS,LEGS,,,,,,,600,100,30,12,,,,,,,"D_RES: 1, AC: 1",,,,,,,3,7,,,,TROUSERS,,Trousers,Цивильные штаны,,
RAGS_TROUSERS,LEGS,,,,,,,7,100,30,,,,,,,,"D_RES: 1, AC: 1",-1,,,,1,,3,7,,,,RAGS_TROUSERS,,Rags Trousers,Драные штаны,,
LEATHER_TROUSERS,LEGS,,,,,,,200,100,30,,,,,,,,"D_RES: 1, AC: 1",,,1,,,,3,7,,,,,,Sexy Leather Trousers,Сексапильные кожаные штаны,Gay/whore wear. It's shameful for Space Marine to wear this.,Одежда гомосексуалистов и проституток. Десантнику стыдно надевать это.
MILITARY_TROUSERS,LEGS,,,,,,,300,100,30,,,,,,,,"D_RES: 1, AC: 2",,,,,,,3,7,,,,CAMOUFLAGE_TROUSERS,,Military Trousers,Военные штаны,,
RAPPER_TROUSERS,LEGS,,,,,,,150,100,30,,,,,,,,,-1,,,,,,3,7,,,,RAPPER_TROUSERS,,Hip Hop Trousers,Рэпперские штаны,,Рэпперские свободные штаны.
RAPPER_TROUSERS_1,LEGS,,,,,,,220,100,30,,,,,,,,,,,,,,,3,7,,,,CAMOUFLAGE_TROUSERS,,Hip Hop Trousers,Рэпперские штаны,,Рэпперские заправленные штаны.
CAMOUFLAGE_TROUSERS,LEGS,,,,,,,250,100,30,,,,,,,,"D_RES: 1, AC: 2",,,,,,,3,7,,,,CAMOUFLAGE_TROUSERS,,Camouflage Trousers,Камуфляжные штаны,,
JEANS,LEGS,,,,,,,150,100,30,,,,,,,,"D_RES: 1, AC: 1",,,,,,,3,7,,,,,,Jeans,Джинсы в обтяг,,
STRETCH_JEANS,LEGS,,,,,,,180,100,30,,,,,,,,"D_RES: 1, AC: 1",,,,,,,3,7,,,,TROUSERS,,Stretch Jeans,Джинсы свободные,,
KIMONO,LEGS,,,,,,,120,100,30,,,,,,,,,,,,,,,3,7,,,,RAPPER_TROUSERS,,Kimono,Штаны кимоно,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBE_TROUSERS,LEGS,,,,,,,70,100,30,,,,,,,,"D_RES: 1, AC: 1",,,,,,,3,7,,,,TROUSERS,,Condemned's Trousers,Штаны к робе,,Штаны к промзоновской робе.
OFFICER_BREECHES,LEGS,,,,,,,450,100,30,,,,,,,,"D_RES: 1, AC: 1",,1,,,,,3,7,,,,OFFICER_BREECHES,,Aryan Officer's Breeches,Галифэ арийские,,Форменные галифэ арийского офицера. Носить арийскую форму где-либо кроме Кройцвайзбурга опасно для жизни - у арийцев достаточно врагов на этой планете.
SOLDIER_BREECHES,LEGS,,,,,,,350,100,30,,,,,,,,"D_RES: 1, AC: 1",,1,,,,,3,7,,,,OFFICER_BREECHES,,Aryan Soldier's Breeches,Штаны арийские,,Форменные штаны арийского солдата. Носить арийскую форму где-либо кроме Кройцвайзбурга опасно для жизни - у арийцев достаточно врагов на этой планете.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Шорты,,
SHORTS,LEGS,,,,,,,39,100,30,,,,,,,,,,,,,,,2,4,,,,SHORTS,,Shorts,Обрезанные штаны,,
BRIDGES,LEGS,,,,,,,70,100,30,,,,,,,,,,,,,,,3,6,,,,BRIDGES,,Bridges,Бриджи,,
LEATHER_SHORTS,LEGS,,,,,,,81,100,30,,,,,,,,,,,1,,,,4,3,,,,,,Sexy Leather Shorts,Сексапильные кожаные шорты,Gay/whore wear. It's shameful for Space Marine to wear this.,Одежда гомосексуалистов и проституток. Десантнику стыдно надевать это.
WORKING_SHORTS,LEGS,,,,,,,49,100,30,,,,,,,,,,,,,,,2,4,,,,SHORTS,,Working Shorts,Рабочие шорты,,
GOLF_SHORTS,LEGS,,,,,,,60,100,30,,,,,,,,,,,,,,,2,4,,,,SHORTS,,Golf Shorts,"Шорты ""Гольф-клуб""",,
PANTS,LEGS,,,,,,,30,100,30,,,,,,,,,,,,,,,2,4,,,,SHORTS,,Pants,Трусы,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Юбки,,
MEDIUM_SKIRT,LEGS,,,,,,,41,100,30,,,,,,,,,0,,1,,,,4,4,,,,MEDIUM_SKIRT,,Medium Skirt,Джинсовая юбка,Female wear. It's shameful for Space Marine to wear this.,Женская юбка. Десантнику стыдно надевать это.
LONG_SKIRT,LEGS,,,,,,,72,100,30,,,,,,,,,0,,1,,,,4,7,,,,LONG_SKIRT,,Long Skirt,Длинная юбка,Female wear. It's shameful for Space Marine to wear this.,Женская юбка. Десантнику стыдно надевать это.
MINI_SKIRT,LEGS,,,,,,,50,100,30,,,,,,,,,0,,1,,,,4,2,,,,MINI_SKIRT,,Mini Skirt,Мини-юбка,Female wear. It's shameful for Space Marine to wear this.,Женская юбка. Десантнику стыдно надевать это.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ботинки,,
BOOTS_FOOTMAN,FEET,,,,,,,240,100,30,,,,,,,,,,,,,,,4,3,,,,BOOTS_FOOTMAN,,Footman Boots,"Ботинки ""Скороход""",,Высокие армейские ботинки.
BOOTS_LANDROVER,FEET,,,,,,,80,100,30,,,,,,,,,,,,,,,4,3,,,,BOOTS_FOOTMAN,,Landrover Boots,"Ботинки ""Вездеход""",,Невысокие армейские ботинки.
BOOTS_COLONIST,FEET,,,,,,,10,100,30,,,,,,,,,-1,,,,,,4,3,,,,BOOTS_FOOTMAN,,Colonist Boots,"Ботинки ""Колонист""",Low prestige boots.,"Непрестижные ботинки для тех, кто не может позволить себе лучшее. Сбрасываются с орбиты в качестве гумманитарной помощи."
BOOTS_LEADER,FEET,,,,,,,1000,100,30,16,,,,,,,,1,,,,,,4,3,,,,BOOTS_FOOTMAN,,Leader Boots,"Ботинки ""Авторитет""",Prestige boots.,Ботинки авторитета. Внушают уважение к их обладателю.
BOOTS_HIGH,FEET,,,,,,,400,100,30,,,,,,,,,,,,,,,4,4,,,,BOOTS_HIGH,,High Boots,Сапоги высокие,,
PUTTEES,FEET,,,,,,,10,100,30,,,,,,,,,-1,,,,,,4,3,,,,,,Puttees,Обмотки,,
GETA,FEET,,,,,,,20,100,30,,,,,,,,,-1,,,,,,4,2,,,,GETA,,Geta,Гэта,,Деревянные туфли с тряпочными лямками для ног.
SHOES,FEET,,,,,,,14,100,30,,,,,,,,,-1,,,,,,4,2,,,,,,Shoes,Тапки,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quest items,,
BLACK_SQUARE_PICTURE,,,,,,,,,100,,,,,,,,,,,,,,,,3,3,,,1,,,Black Square Picture,Рисунок чёрного квадрата,,
BLACK_SQUARE,,,,,,,,,100,,,,,,,,,,,,,,,,2,4,,,1,,,The Black Square,Чёрный квадрат,,
WORLDMAP,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,World Map,Карта мира,,
NAKED_WOMEN_PICTURE,,,,,,,,,100,,,,,,,,,,,,,,,,3,3,,,1,,,Naked Woman Picture,Рисунок голой бабы,,
CYAN,,,,,,,,,100,,,,,,,,,,,,,,,,2,1,,,1,,,Cyan,Цианистый калий,,Бутылочка с цианистым калием
FINGER,,,,,,,,,100,,,,,,,,,,,,,,,,2,1,,,1,,,Finger,Палец,,
REGISTER,,,,,,,,,100,,,,,,,,,,,,,,,,3,2,,,1,,,Register,Бегунок,,
ROOSTER,,,,,,,,,100,,,,,,,,,,,,,,,,2,4,,,1,,,Rooster,Фигурка петуха,,
ELECTROSCHEME,,,,,,,,,100,,,,,,,,,,,,,,,,6,4,,,1,,,Electroscheme,Электросхема,Electrical sheme of entire Industrial Zone.,Электросхема промзоны.
SERV_SPOON,,,,,,,,,100,,,,,,,,,,,,,,,,5,2,,,1,,,Serving Spoon,Поварёшка,,
BOTTLE_VODKA_FOR_GUVER,,,,,,,,,100,,,,,,1,,,,,,,,,,1,3,,,1,,,Vodka for Guver,Бутылка водки для Гувера,,
GOLD_TOOTH,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Golden Tooth,Золотой зуб,,
GOLD_TOOTH2,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Golden Tooth,Золотой зуб,,
BINOCLE,,,,,,,,,100,,,,,,,,,,,,,,,,3,3,,,1,,,Binocle,Бинокль,,Бинокль
MEGA_EGG,,,,,,,,,100,,,,,,,,,,,,,,,,3,3,,,1,,,Mega Egg,Яйцо слизня,,
PASSWORD,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Password,"Стимулятор ""Пароль""",,
HOMEMADE_COMPONENTS,,,,,,,,,100,,,,,,,,,,,,,,,,4,6,,,1,,,Stolen Components,Украденные детали,"Components, stolen by Fofan from assembly.","Мешок с деталями оружия, украденными Фофаном из сборочного цеха."
GIBBOUS_EAR_RINGS,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Ear Rings,Мега-серьги Горбатого,,
PHALLUS_CHINESE,,,,,,,,,100,,,,,,,,,,,,,,,,1,3,,,1,,,Chinese Phallus,Член желтый,,
PHALLUS_BLACK,,,,,,,,,100,,,,,,,,,,,,,,,,1,3,,,1,,,Black Phallus,Член черный,,
BAG_FAKEMONEY,,,,,,,,,100,,,,,,,,,,,,,,,,2,3,,,1,,,Bag with Money,Мешок с деньгами,,
BAG_POTATOES,,,,,,,,,100,,,,,,,,,,,,,,,,5,4,,,1,,,Bag with Potato,Мешок с картошкой,,
GLASS_KONDRATIJ,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Kondratoman Drink,Стакан с красной жидкостью,,
TOBACCO_CIGARETTE,,,,,,,,1000,100,,,,,,,,,,,,,,,,2,1,,10,1,,,Tobacco Cigarette,Сигарета с табаком,,
CARDS,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Cards,Карты,,
SATAN,,,,,,,,,100,,,,,,,,,,,,,,,,3,4,,,1,,,"""The Satan"" Device","""Сатана"" ",Compact and powerful annihilation device. You need this to complete your primary misson.,Аннигиляционное устройство имперского производства. Предназначено для выполнения основной миссии.
OSTRICH_GLAND,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Ostrich Gland,Ядовитая железа страуса,,
YELLOWING_TABLET,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Yellowing Tablet,Таблетка желтящая,,
JACKSONSR_TABLET,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Blacken Tablet,Таблетка чернящая,,
TILTING_DOLL,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Tilting Doll,Ванька-Встанька,,
GOLDENTOILET,,,,,,,,,100,,,,,,,,,,,,,,,,4,5,,,1,,,Golden Pan,Золотой унитаз,,
BOOK_YOZEF,,,,,,,,,100,,,,,,,,,,,,,,,,3,3,,,1,,,Yozef Notebook,Записная книжка Йозефа,,
ZUBR,,,,,,,,10,100,,,,,,,,,,,,,,,,1,3,,,1,,,Zubr Vodka,"Бутылка водки ""Зубр""",,"Водка местного производства. Выглядит и пахнет так, что пить её совсем не хочется."
KLOPOMOR,,,,,,,,30,100,,,,,,,,,,,,,,,,1,3,,,1,,,"Cognac ""Klopomor""","Коньяк ""Клопомор""",,Коньяк местного производства. Облик и аромат полностью соответствует названию. Употреблять внутрь желания не возникает.
TERMO9D,,,,,,,,50,100,,,,,,,,,,,,,,,,1,3,,,1,,,"Whisky ""Clear Thermonuclear""","Виски ""Чистый Термояд""",,"Виски местного производства. Интуиция подсказывает тебе, что лучше его не пробовать."
OBLOM_BOX,,,,,,,,1000,100,,,,,,,,,,,,,,,,4,3,,,1,,,"Box of Vodka ""Oblom""","Ящик водки ""Облом""",,Ящик дешёвой водки местного производства. Шанс почувствовать себя счастливым есть у каждого.
ZUBR_BOX,,,,,,,,2000,100,,,,,,,,,,,,,,,,3,3,,,1,,,"Box of Vodka ""Zubr""","Ящик водки ""Зубр""",,Ящик дорогой водки местного производства. Самая твёрдая валюта на планете.
KLOPOMOR_BOX,,,,,,,,4000,100,,,,,,,,,,,,,,,,4,2,,,1,,,"Box of Cognac ""Klopomor""","Ящик коньяка ""Клопомор""",,Ящик коньяка местного производства. Клопихи пугают клопят этим напитком.
TERMO9D_BOX,,,,,,,,7000,100,,,,,,,,,,,,,,,,3,2,,,1,,,"Box of Whisky ""Clear Thermonuclear""","Ящик виски ""Чистый Термояд""",,"Ящик виски местного производства. Судя по названию и этикетке, напиток просто атомный."
OTTO_NOTES,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Otto Notes,Дневник Отто,,
ZKEY,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Zkey,Ключ от заначки,,
KEY_GUVER,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Guver Key,Ключ Гувера,,
KEY_WOLF,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Wolf Key,Ключ Волка,,
KEY_SKLAD,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Warehouse Key,Ключ от склада,,
KEY_SMOKED,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Smoked Key,Ключ Копчёного,,
KEY_PLAGUE,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Plague Key,Ключ Чумы
KEY_SNOWBALL,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Snowball Key,Ключ Снежка
KEY_BARRACK,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Slave Barrack Key,Ключ от барака
KEY_DISHEVELLED,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Dishevelled Key,Ключ от сундука Лохматого
KEY_CHINESE,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Chinese Key,Ключ от сундука китайцев
KEY_CM_SECRET,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Key,Ключ углерубов
KEY_HEADLIGHT,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Headlight Key,Ключ Фары
KEY_OTTOGUTTENBERG,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Otto Guttenberg Key,Ключ Отто Гуттенберга
KEY_ELISTRAT,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Elistrat Key,Ключ Елистрата
KEY_DIOXINE,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Orange Box Key,Ключ от ящика с апельсинами
KEY_KARLOSTER,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Karl Oster Key,Ключ Карла Остера
KEY_RAFI08,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Leader's Key,Ключ главаря
KEY_LODANAP,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Lodanap Home Key,Ключ от дома Лоданапа
KEY_BUCKET,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Bucket Key,Ключ Черпака
KEY_MUPALOPOPONIPALAR,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Mupalopoponipalar's Key,Ключ Мупалопопо Нипалара
KEY_VALIDOL,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Validol's Key,Ключ Валидола
KEY_BARBAROSSA_SORTIR,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Sortir Key,Ключ от сортира,,
KEY_BLACKSQUARE,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Black Square key,Ключ от ящика с Чёрным Квадратом,,
KEY_CHANSINGO,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,Mandarin prison key,Ключ от тюрьмы мандарина,,
SMG_RAT_DETAILS,,,,,,,,,100,,,,,,,,,,,,,,,,5,2,,,1,,,Smg details,"Детали ПП ""Крыса""",,
POISON_GUVER,,,,,,,,,100,,,,,,,,,POISON: 1,,,,,,,2,3,,,1,,,Poison for Guver,Яд для Гувера,,
SKOVORODKAS_TORCH,,,,,,,,,100,,,,,,,,,,,,,,,,3,2,,,1,,,Skovorodka's Torch,Фонарик Сковородки,,Этот фонарик может быть полезен некоторым авторитетным людям. Лучше его не выбрасывать.
VALKYRIE_MAP,,,,,,,,,100,,,,,,,,,,,,,,,,2,2,,,1,,,Map of Dungeons with Valkyrie,Карта подземелий с Валькирией,,
MAMED_HEAD,,,,,,,,,100,,,,,,,,,,,,,,,,3,3,,,1,,,Mamed Head,Голова Мамеда,,
HANS_LETTER,,,,,,,,,100,,,,,,,,,,,,,,,,3,2,,,1,,,Hans Letter,Письмо Ганса,,
LUPULU_EURO,AMULET,,,,,,,,100,,,,,,,,,,,,,,,,2,3,,,,,,Euro,Амулет Лупулу,,
GONDURAS_TROUSERS,LEGS,,,,,,,,100,,,,,,,,,"D_RES: 1, AC: 1",,,,,1,,3,7,,,,,,Gonduras Sexy Leather Trousers,Сексапильные кожаные штаны Гондураса,Gay/whore wear. It's shameful for Space Marine to wear this.,Одежда гомосексуалистов и проституток. Десантнику стыдно надевать это.
FANTIK_SHIRT,SHIRT,,,,,,,,100,,,,,,,,,,,,1,,,,4,6,,,,,,Fantik's Shirt,Майка Фантика,Gay/whore wear. It's shameful for Space Marine to wear this.,Одежда гомосексуалистов и проституток. Десантнику стыдно надевать это.
LODANAP_HEAD,,,,,,,,,100,,,,,,,,,,,,,,,,3,3,,,1,,,Lodanap's Head,Голова Лоданапа,,
CRICKET_CELL,,,,,,,,,100,,,,,,,,,,,,,,,,2,3,,,1,,,Cricket Cell,Клетка с дрессированным сверчком,,
JAMAGUTO_SWORD,HAND,MELEE,0,0,0,0,4,100,100,70,12,,,0.49,1,8-20,"THRUST: 18, SWING: 22",,2,,,,,,10,2,25,,,,,Jamaguto's Sword,Меч Ямагуто,,
KEY_ILIN,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,I Lin Key,Ключ И Линя,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Еда,,
ACID,,,,,,,,5,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Acid Mushroom,Гриб-кисляк,,
BRUISE,,,,,,,,5,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Blue Mushroom,Гриб-синяк,,
MUSHROOM,,,,,,,,10,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Mushroom,"Гриб ""Шляпник""",,
BLEVANTON,,,,,,,,15,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Blevanton,"Гриб ""Блевантон""",,
SPOTTEDBLEVANTON,,,,,,,,40,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Spotted Blevanton,"Гриб ""Пятнистый блевантон""",,
GANJA,,,,,,,,80,100,,999,,,,,,,,,,,,,,2,2,,5,,,,High Grass,Листья кумар-травы,,
WILDGANJA,,,,,,,,50,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Wild High Grass,Листья дикой кумар-травы,,
TOADSTOOL,,,,,,,,30,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Toadstool,Козырная поганка,,
TOADSTOOLBLUE,,,,,,,,35,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Blue Toadstool,Поганка-синюха,,
CARROT,,,,,,,,18,100,,,,,,,,HEAL: 20,HP: +5,,,,,,,1,2,,3,,,,Carrot,"""Кошачья морковка""",Food.,Еда.
POTATOES,,,,,,,,25,100,,,,,,,,HEAL: 20,HP: +7,,,,,,,3,2,,3,,,,Potatoes,Картофель,Food.,Еда.
RAT_FUR,,,,,,,,60,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Rat Furs,Крысиные шкурки,,
DOG_FUR,,,,,,,,90,100,,999,,,,,,,,,,,,,,4,3,,5,,,,Dog Furs,Собачьи шкуры,,
BREAD,,,,,,,,10,100,,,,,,,,HEAL: 20,HP: +3,,,,,,,3,2,,3,,,,Bread,Хлеб,Food.,Еда.
JERBOA_FUR,,,,,,,,150,100,,999,,,,,,,,,,,,,,2,2,,5,,,,Jerboa Furs,Шкурки тушканчиков,,
MEAT,,,,,,,,75,100,,,,,,,,HEAL: 20,HP: +10,,,,,,,2,2,,3,,,,Meat,Мясо,Food.,Еда.
WOOL_CORN,,,,,,,,50,100,,,,,,,,HEAL: 20,HP: +8,,,,,,,2,3,,3,,,,Corn,Шерстяная кукуруза,Food.,Еда.
BLASTER_E95_NC,,,,,,,,,100,,,,,,,,,,,,,,,,10,3,,,1,,,E95 Assault Blaster,"Бластер Е-95 ""Тузик""",Standard Space Marine assault weapon. Accumulator is not charged.,Штурмовой бластер имперского производства. Аккумулятор разряжен.
RAILGUN_NC,,,,,,,,,100,,,,,,,,,,,,,,,,12,4,,,1,,,EMIR61 Railgun,"Рэйлган ЭМИР-61 ""Шило"" ",Heavy Space Marine weapon with high piercing ability. Accumulator is not charged.,Рэйлган имперского производства. Обладает уникальной пробивной способностью. Аккумулятор разряжен.
BLASTER_B7_NC,,,,,,,,,100,,,,,,,,,,,,,,,,3,2,,,1,,,B7 Blaster,"Бластер Б-7 ""Козырь""",Standard Space Marine weapon. Accumulator is not charged.,Одноручный бластер имперского производства. Аккумулятор разряжен.
KEY_YELVILL_20_61_KUZNEC,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,key,Ключ от сундука,,Ключ от сундука Кузнеца из деревни Цзиньту.
HAMMER_KUZNEC,,,,,,,,,100,,,,,,,,,,,,,,,,8,3,,,1,,,Hammer,Кувалда со смещённым центром тяжести,,Кувалда со смещенным центром тяжести. Абсолютно не пригодна для применения в бою.
KEY_BANK_1,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,key,Ключ банковский.,,"Ключ, дающий право пройти в сейфовую комнату банка ""Конкретный"""
KEY_BANK_PLAY,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,key,Твой ключ,,"Ключ от арендованного тобой сейфа в банке ""Конкретный"""
KEY_BANK_S01,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,key,Ключ от сейфа,,"Ключ от одного из сейфов банка ""Конкретный"""
KEY_BANK_S02,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,key,Ключ от сейфа,,"Ключ от одного из сейфов банка ""Конкретный"""
KEY_BANK_S03,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,key,Ключ от сейфа,,"Ключ от одного из сейфов банка ""Конкретный"""
KEY_BANK_SSS,,,,,,,,,100,,,,,,,,,,,,,,,,1,2,,,1,,,key,Ключ от сейфа на втором этаже,,"Ключ от с личного сейфа хозяина банка ""Конкретный"", Косаря. "
KATANA_CHINEZE_HOLY,HAND,MELEE,0,0,0,0,4,1000,100,,12,,,0.49,1,15-45,"THRUST: 20, SWING: 28",,2,,,,,,10,2,25,,,,,Holy сhinese sword,Священный китайский меч,,Китайский двуручный меч ручной работы. Лезвие покрыто причудливыми узорами в виде древних иероглифов.
